price(euros),energy_class,climate_class,subtype,district,bathroom_lavatory_counts,is_rent,rent_or_sale,floor_num,rooms_num,bedrooms_num,area(m^2)
5682,D,D,Apartment,Paris 8th (75008),4,True,rent,1,5,4,180.0
5000,D,D,Apartment,Paris 7th (75007),2,True,rent,3,4,2,90.97
1190,E,B,Apartment,Paris 17th (75017),1,True,rent,Ground,2,1,37.0
6400,G,F,Apartment,Paris 8th (75008),3,True,rent,4,5,3,138.0
1850,F,D,Apartment,Paris 4th (75004),1,True,rent,5,2,1,34.91
5800,D,B,Apartment,Paris 1st (75001),3,True,rent,1,4,3,111.87
1829,G,G,Apartment,Paris 17th (75017),1,True,rent,6,2,1,46.17
1031,F,G,Apartment,Paris 16th (75016),1,True,rent,5,1,1,27.4
16600,G,F,Apartment,Paris 16th (75016),3,True,rent,4,6,3,317.0
1999,D,E,Apartment,Paris 16th (75016),2,True,rent,5,3,2,60.0
3500,A,B,Apartment,Paris 17th (75017),4,True,rent,7,4,4,101.0
2700,D,F,Apartment,Paris 16th (75016),2,True,rent,4,4,2,81.7
2100,D,E,Apartment,Paris 14th (75014),1,True,rent,1,1,1,50.82
5400,D,E,Apartment,Paris 16th (75016),4,True,rent,Ground,5,4,155.02
1865,D,D,Apartment,Paris 3rd (75003),1,True,rent,3,2,1,40.0
4700,D,D,Apartment,Paris 4th (75004),3,True,rent,4,4,3,131.0
1730,F,F,Apartment,Paris 15th (75015),2,True,rent,3,2,2,36.0
2550,A,B,Apartment,Paris 7th (75007),2,True,rent,1,3,2,65.19
3260,E,B,Apartment,Paris 5th (75005),2,True,rent,3,4,2,92.0
5500,G,G,Apartment,Paris 16th (75016),3,True,rent,4,6,3,164.8
4800,E,C,Apartment,Paris 17th (75017),4,True,rent,3,4,4,147.0
2500,D,E,Apartment,Paris 6th (75006),2,True,rent,4,2,2,53.15
25000,F,F,Apartment,Paris 8th (75008),1,True,rent,8,4,1,184.0
2429,B,B,Apartment,Paris 4th (75004),2,True,rent,1,3,2,54.06
4133,E,B,Apartment,Paris 7th (75007),3,True,rent,3,4,3,88.01
3500,E,E,Apartment,Paris 17th (75017),1,True,rent,Top,3,1,65.0
17000,E,C,Apartment,Paris 7th (75007),4,True,rent,6,6,4,230.0
2200,C,D,Apartment,Paris 18th (75018),2,True,rent,1,3,2,63.0
7500,C,D,Apartment,Paris 8th (75008),3,True,rent,3,4,3,123.06
2730,C,D,Apartment,Paris 9th (75009),2,True,rent,4,3,2,82.6
1971,D,B,Apartment,Paris 4th (75004),1,True,rent,5,2,1,47.02
3400,D,E,Apartment,Paris 16th (75016),3,True,rent,4,4,3,91.0
12700,C,C,Apartment,Paris 8th (75008),2,True,rent,4,5,2,176.83
1500,F,C,Apartment,Paris 17th (75017),1,True,rent,5,2,1,38.0
3430,C,C,Apartment,Paris 9th (75009),0,True,rent,2,3,0,90.0
1995,E,B,Apartment,Paris 7th (75007),2,True,rent,4,2,2,46.45
1400,A,C,Apartment,Paris 14th (75014),1,True,rent,6,1,1,30.7
1759,E,E,Apartment,Paris 5th (75005),2,True,rent,5,2,2,43.38
3970,F,E,Apartment,Paris 16th (75016),3,True,rent,1,5,3,138.0
2100,F,F,Apartment,Paris 16th (75016),1,True,rent,3,2,1,52.3
3950,D,D,Apartment,Paris 16th (75016),2,True,rent,10,3,2,87.0
2200,E,E,Apartment,Paris 17th (75017),2,True,rent,5,3,2,58.1
12000,E,D,Apartment,Paris 7th (75007),3,True,rent,2,6,3,190.16
19000,B,A,Apartment,Paris 17th (75017),5,True,rent,6,6,5,225.0
3500,F,C,Apartment,Paris 6th (75006),1,True,rent,2,3,1,86.34
14000,C,A,Apartment,Paris 8th (75008),3,True,rent,4,3,3,115.9
3600,E,B,Apartment,Paris 8th (75008),1,True,rent,3,2,1,50.0
5600,D,D,Apartment,Paris 16th (75016),2,True,rent,3,6,2,171.74
3950,D,E,Apartment,Paris 16th (75016),2,True,rent,5,4,2,95.0
7500,D,E,Apartment,Paris 16th (75016),3,True,rent,2,7,3,208.07
4550,E,E,Apartment,Paris 16th (75016),4,True,rent,2,4,4,101.09
1670,D,B,Apartment,Paris 15th (75015),1,True,rent,3,2,1,40.71
3450,G,C,Apartment,Paris 17th (75017),2,True,rent,3,4,2,88.0
1310,D,B,Apartment,Paris 7th (75007),1,True,rent,Ground,1,1,36.0
1400,G,F,Apartment,Paris 15th (75015),2,True,rent,2,1,2,36.0
1500,F,F,Apartment,Paris 6th (75006),1,True,rent,3,1,1,29.18
2921,C,A,Apartment,Paris 17th (75017),3,True,rent,2,3,3,60.85
2800,D,B,Apartment,Paris 15th (75015),2,True,rent,4,3,2,82.06
2000,E,D,Apartment,Paris 7th (75007),2,True,rent,1,2,2,55.5
3400,F,F,Apartment,Paris 7th (75007),2,True,rent,Ground,3,2,77.61
3650,D,B,Apartment,Paris 6th (75006),2,True,rent,6,3,2,70.0
1200,F,C,Apartment,Paris 6th (75006),1,True,rent,6,1,1,18.05
2000,E,D,Apartment,Paris 14th (75014),1,True,rent,8,3,1,42.46
3500,C,D,Apartment,Paris 8th (75008),3,True,rent,5,5,3,107.0
3046,D,B,Apartment,Paris 2nd (75002),3,True,rent,5,4,3,72.0
2966,D,B,Apartment,Paris 2nd (75002),2,True,rent,3,3,2,70.4
1835,E,E,Apartment,Paris 18th (75018),1,True,rent,4,2,1,50.0
8300,D,D,Apartment,Paris 6th (75006),3,True,rent,4,4,3,191.32
2200,E,F,Apartment,Paris 17th (75017),1,True,rent,5,3,1,55.0
3500,E,B,Apartment,Paris 9th (75009),3,True,rent,Top,3,3,107.91
1700,E,B,Apartment,Paris 6th (75006),1,True,rent,4,2,1,37.29
7900,C,D,Apartment,Paris 8th (75008),3,True,rent,4,6,3,239.0
3200,E,E,Apartment,Paris 7th (75007),2,True,rent,5,3,2,66.2
4945,A,A,Apartment,Paris 16th (75016),3,True,rent,7,5,3,150.0
3885,E,E,Apartment,Paris 17th (75017),2,True,rent,2,5,2,125.0
3650,C,C,Apartment,Paris 7th (75007),3,True,rent,3,4,3,103.0
4500,E,D,Apartment,Paris 16th (75016),3,True,rent,6,3,3,120.0
6510,C,B,Apartment,Paris 15th (75015),4,True,rent,6,6,4,198.36
4585,F,C,Apartment,Paris 6th (75006),3,True,rent,3,3,3,88.0
10000,D,E,Apartment,Paris 8th (75008),6,True,rent,1,7,6,232.0
2000,E,C,Apartment,Paris 7th (75007),1,True,rent,1,3,1,46.0
4780,D,B,Apartment,Paris 2nd (75002),3,True,rent,3,4,3,113.5
2200,F,E,Apartment,Paris 16th (75016),2,True,rent,7,3,2,58.0
8000,E,E,Apartment,Paris 17th (75017),4,True,rent,3,8,4,275.0
3990,E,E,Apartment,Paris 7th (75007),2,True,rent,1,4,2,94.75
4745,C,C,Apartment,Paris 8th (75008),4,True,rent,4,4,4,116.0
2300,D,E,Apartment,Paris 14th (75014),2,True,rent,2,3,2,65.0
5850,G,G,Apartment,Paris 8th (75008),3,True,rent,7,4,3,123.0
8500,D,B,Apartment,Paris 6th (75006),3,True,rent,2,5,3,156.17
3600,F,E,Apartment,Paris 16th (75016),4,True,rent,6,3,4,88.4
1850,E,B,Apartment,Paris 17th (75017),2,True,rent,5,2,2,45.44
2600,B,C,Apartment,Paris 6th (75006),1,True,rent,2,2,1,63.3
1750,E,F,Apartment,Paris 9th (75009),1,True,rent,5,2,1,40.0
3200,D,C,Apartment,Paris 15th (75015),3,True,rent,3,4,3,76.19
4000,D,E,Apartment,Paris 17th (75017),2,True,rent,4,5,2,120.0
3200,C,D,Apartment,Paris 7th (75007),2,True,rent,1,3,2,75.2
4250,D,E,Apartment,Paris 6th (75006),3,True,rent,2,4,3,103.1
1753,E,F,Apartment,Paris 16th (75016),2,True,rent,1,2,2,56.0
1800,B,C,Apartment,Paris 17th (75017),2,True,rent,Ground,3,2,60.0
980,D,E,Apartment,Paris 7th (75007),1,True,rent,2,2,1,30.0
3500,D,B,Apartment,Paris 6th (75006),3,True,rent,5,3,3,60.05
2980,D,B,Apartment,Paris 6th (75006),2,True,rent,5,3,2,75.3
4500,G,F,Apartment,Paris 8th (75008),3,True,rent,3,4,3,120.0
1700,E,F,Apartment,Paris 6th (75006),2,True,rent,2,3,2,49.26
3000,E,B,Apartment,Paris 9th (75009),2,True,rent,2,3,2,75.02
8500,G,F,Apartment,Paris 17th (75017),3,True,rent,1,6,3,218.0
3840,F,G,Apartment,Paris 17th (75017),2,True,rent,6,3,2,90.78
6200,D,D,Apartment,Paris 17th (75017),3,True,rent,3,6,3,152.0
5995,E,F,Apartment,Paris 1st (75001),4,True,rent,6,5,4,127.05
5500,C,D,Apartment,Paris 16th (75016),3,True,rent,3,4,3,117.0
1600,D,B,Apartment,Paris 6th (75006),2,True,rent,Ground,2,2,45.22
2000,D,D,Apartment,Paris 9th (75009),2,True,rent,5,2,2,45.0
4000,D,B,Apartment,Paris 7th (75007),3,True,rent,3,3,3,109.58
3800,B,C,Apartment,Paris 5th (75005),3,True,rent,3,4,3,104.0
3800,D,B,Apartment,Paris 7th (75007),2,True,rent,7,3,2,77.11
4280,D,E,Apartment,Paris 7th (75007),3,True,rent,1,6,3,140.0
1690,C,A,Apartment,Paris 9th (75009),1,True,rent,1,2,1,44.0
2000,E,E,Apartment,Paris 6th (75006),1,True,rent,5,2,1,41.3
8700,D,E,Apartment,Paris 7th (75007),3,True,rent,5,6,3,135.0
7950,E,E,Apartment,Paris 8th (75008),4,True,rent,6,6,4,176.0
9200,C,C,Apartment,Paris 16th (75016),4,True,rent,5,6,4,231.0
9000,C,C,Apartment,Paris 17th (75017),4,True,rent,3,7,4,210.0
3800,D,E,Apartment,Paris 9th (75009),2,True,rent,5,3,2,103.0
2670,F,F,Apartment,Paris 15th (75015),2,True,rent,1,4,2,83.0
2200,E,E,Apartment,Paris 15th (75015),2,True,rent,6,2,2,63.47
5500,D,C,Apartment,Paris 8th (75008),4,True,rent,3,3,4,100.0
2800,D,E,Apartment,Paris 17th (75017),1,True,rent,4,4,1,119.0
3400,D,B,Apartment,Paris 17th (75017),2,True,rent,3,4,2,87.75
3000,G,G,Apartment,Paris 17th (75017),3,True,rent,4,4,3,96.12
2804,D,B,Apartment,Paris 15th (75015),2,True,rent,8,4,2,88.2
6200,F,G,Apartment,Paris 5th (75005),4,True,rent,4,5,4,144.03
2260,F,F,Apartment,Paris 9th (75009),2,True,rent,Ground,3,2,77.58
1600,D,B,Apartment,Paris 3rd (75003),2,True,rent,2,2,2,37.67
1380,D,B,Apartment,Paris 15th (75015),1,True,rent,4,2,1,41.19
3470,D,B,Apartment,Paris 7th (75007),2,True,rent,4,4,2,93.05
6546,D,E,Apartment,Paris 8th (75008),4,True,rent,4,5,4,180.0
6176,G,C,Apartment,Paris 8th (75008),4,True,rent,6,5,4,164.0
2500,D,D,Apartment,Paris 3rd (75003),1,True,rent,3,2,1,39.9
1220,E,C,Apartment,Paris 6th (75006),1,True,rent,6,1,1,19.33
2000,E,B,Apartment,Paris 5th (75005),1,True,rent,Ground,2,1,33.39
5000,C,D,Apartment,Paris 9th (75009),2,True,rent,2,4,2,157.0
2515,D,B,Apartment,Paris 3rd (75003),2,True,rent,1,3,2,70.62
3015,D,A,Apartment,Paris 9th (75009),2,True,rent,Top,3,2,75.0
3561,D,A,Apartment,Paris 9th (75009),3,True,rent,4,3,3,80.0
4770,C,B,Apartment,Paris 7th (75007),4,True,rent,3,5,4,122.65
3920,C,B,Apartment,Paris 7th (75007),2,True,rent,2,4,2,111.49
5800,E,E,Apartment,Paris 7th (75007),2,True,rent,4,6,2,162.08
10000,E,E,Apartment,Paris 6th (75006),3,True,rent,5,5,3,184.15
3200,F,C,Apartment,Paris 6th (75006),1,True,rent,1,3,1,74.93
2300,F,G,Apartment,Paris 4th (75004),2,True,rent,3,2,2,50.34
1700,G,C,Apartment,Paris 6th (75006),1,True,rent,5,2,1,32.69
5275,E,B,Apartment,Paris 8th (75008),3,True,rent,5,4,3,160.0
3200,D,D,Apartment,Paris 17th (75017),2,True,rent,2,3,2,76.27
4283,C,C,Apartment,Paris 16th (75016),2,True,rent,6,5,2,127.9
1600,E,B,Apartment,Paris 5th (75005),1,True,rent,1,2,1,38.74
2804,D,B,Apartment,Paris 15th (75015),2,True,rent,9,4,2,88.2
3351,E,E,Apartment,Paris 8th (75008),3,True,rent,1,3,3,108.2
2300,E,E,Apartment,Paris 17th (75017),2,True,rent,1,3,2,65.0
3990,D,D,Apartment,Paris 16th (75016),3,True,rent,1,5,3,132.4
3226,C,E,Apartment,Paris 8th (75008),2,True,rent,6,3,2,84.94
2251,D,E,Apartment,Paris 7th (75007),2,True,rent,4,3,2,65.84
6300,D,E,Apartment,Paris 17th (75017),4,True,rent,6,7,4,188.0
4600,E,E,Apartment,Paris 17th (75017),2,True,rent,3,4,2,153.0
4700,D,D,Apartment,Paris 16th (75016),3,True,rent,2,5,3,127.6
2524,E,E,Apartment,Paris 1st (75001),1,True,rent,3,3,1,73.32
1286,C,B,Apartment,Paris 15th (75015),2,True,rent,5,2,2,38.23
2390,D,B,Apartment,Paris 17th (75017),2,True,rent,7,2,2,67.0
2600,D,D,Apartment,Paris 9th (75009),3,True,rent,4,4,3,86.7
5400,D,D,Apartment,Paris 6th (75006),3,True,rent,4,5,3,116.28
1700,E,B,Apartment,Paris 16th (75016),1,True,rent,6,2,1,30.0
1150,E,E,Apartment,Paris 7th (75007),1,True,rent,1,1,1,25.0
2650,E,B,Apartment,Paris 17th (75017),2,True,rent,5,3,2,66.52
4346,C,B,Apartment,Paris 17th (75017),2,True,rent,4,3,2,90.55
1318,F,C,Apartment,Paris 17th (75017),1,True,rent,Ground,2,1,29.3
2060,E,D,Apartment,Paris 8th (75008),2,True,rent,5,3,2,59.0
3500,D,B,Apartment,Paris 6th (75006),2,True,rent,5,4,2,97.3
3600,D,D,Apartment,Paris 8th (75008),2,True,rent,3,3,2,104.0
3009,G,F,Apartment,Paris 9th (75009),2,True,rent,4,4,2,95.2
2145,C,D,Apartment,Paris 18th (75018),2,True,rent,3,3,2,70.5
4375,G,F,Apartment,Paris 2nd (75002),4,True,rent,5,4,4,103.2
3400,E,E,Apartment,Paris 14th (75014),2,True,rent,6,6,2,102.6
2000,F,F,Apartment,Paris 18th (75018),2,True,rent,6,2,2,45.0
5200,D,D,Apartment,Paris 6th (75006),3,True,rent,Ground,6,3,169.35
5450,G,G,Apartment,Paris 17th (75017),4,True,rent,2,5,4,170.65
10768,F,F,Apartment,Paris 8th (75008),4,True,rent,4,7,4,221.0
2400,A,B,Apartment,Paris 6th (75006),1,True,rent,Ground,2,1,55.35
3200,C,D,Apartment,Paris 16th (75016),1,True,rent,4,3,1,66.19
6724,E,F,Apartment,Paris 17th (75017),5,True,rent,4,7,5,217.0
1485,D,A,Apartment,Paris 8th (75008),1,True,rent,5,2,1,40.6
3100,F,F,Apartment,Paris 7th (75007),1,True,rent,7,4,1,67.0
5750,E,E,Apartment,Paris 9th (75009),4,True,rent,6,6,4,161.0
4905,D,A,Apartment,Paris 7th (75007),6,True,rent,5,5,6,150.0
4800,C,D,Apartment,Paris 7th (75007),1,True,rent,2,6,1,124.1
2825,E,B,Apartment,Paris 6th (75006),2,True,rent,3,3,2,70.23
4200,C,A,Apartment,Paris 18th (75018),4,True,rent,2,6,4,150.0
4000,D,D,Apartment,Paris 7th (75007),2,True,rent,2,3,2,87.85
1782,E,E,Apartment,Paris 9th (75009),2,True,rent,7,2,2,45.0
3450,D,D,Apartment,Paris 16th (75016),2,True,rent,1,4,2,95.67
1609,D,B,Apartment,Paris 15th (75015),2,True,rent,7,2,2,30.99
4830,C,D,Apartment,Paris 7th (75007),3,True,rent,1,5,3,147.17
4500,C,A,Apartment,Paris 7th (75007),2,True,rent,2,4,2,87.5
2025,D,B,Apartment,Paris 8th (75008),2,True,rent,5,2,2,57.2
1950,F,C,Apartment,Paris 17th (75017),2,True,rent,6,2,2,48.8
4959,D,E,Apartment,Paris 7th (75007),2,True,rent,1,4,2,110.76
1980,D,D,Apartment,Paris 7th (75007),2,True,rent,6,2,2,53.43
3615,D,D,Apartment,Paris 7th (75007),3,True,rent,1,4,3,109.78
6235,E,E,Apartment,Paris 17th (75017),5,True,rent,2,5,5,171.14
2000,D,A,Apartment,Paris 6th (75006),1,True,rent,4,2,1,46.45
5484,C,C,Apartment,Paris 8th (75008),3,True,rent,3,4,3,123.0
40000,F,F,Apartment,Paris 8th (75008),6,True,rent,5,8,6,265.0
5348,F,F,Apartment,Paris 8th (75008),3,True,rent,4,3,3,106.0
12952,D,D,Apartment,Paris 8th (75008),6,True,rent,6,8,6,244.0
4500,D,D,Apartment,Paris 7th (75007),1,True,rent,2,2,1,89.3
4080,E,E,Apartment,Paris 7th (75007),2,True,rent,4,5,2,112.41
2100,D,B,Apartment,Paris 9th (75009),2,True,rent,6,2,2,58.0
4900,E,E,Apartment,Paris 7th (75007),2,True,rent,5,5,2,110.0
980,C,C,Apartment,Paris 7th (75007),1,True,rent,2,1,1,21.22
2950,B,C,Apartment,Paris 7th (75007),2,True,rent,2,4,2,68.47
4800,D,D,Apartment,Paris 1st (75001),2,True,rent,7,4,2,83.07
3736,E,E,Apartment,Paris 8th (75008),2,True,rent,1,3,2,111.0
2700,D,D,Apartment,Paris 16th (75016),2,True,rent,Ground,2,2,66.36
2200,C,D,Apartment,Paris 18th (75018),2,True,rent,1,2,2,56.8
4950,E,E,Apartment,Paris 17th (75017),4,True,rent,5,7,4,169.9
1420,C,D,Apartment,Paris 14th (75014),1,True,rent,5,1,1,29.17
1465,D,E,Apartment,Paris 17th (75017),2,True,rent,7,2,2,40.0
2500,E,E,Apartment,Paris 8th (75008),1,True,rent,3,3,1,54.86
1731,D,E,Apartment,Paris 7th (75007),5,True,rent,4,3,5,51.01
4792,D,D,Apartment,Paris 17th (75017),4,True,rent,5,6,4,160.0
4820,D,D,Apartment,Paris 17th (75017),4,True,rent,4,6,4,160.0
3750,D,E,Apartment,Paris 15th (75015),3,True,rent,2,6,3,135.0
2880,D,B,Apartment,Paris 15th (75015),2,True,rent,4,4,2,97.0
3500,D,E,Apartment,Paris 17th (75017),2,True,rent,5,4,2,95.0
3015,G,F,Apartment,Paris 9th (75009),2,True,rent,5,3,2,81.4
2376,D,A,Apartment,Paris 9th (75009),2,True,rent,1,2,2,64.2
1984,D,B,Apartment,Paris 9th (75009),2,True,rent,5,2,2,40.6
2150,G,C,Apartment,Paris 5th (75005),1,True,rent,3,2,1,46.8
2700,F,F,Apartment,Paris 6th (75006),2,True,rent,2,2,2,60.0
2945,D,D,Apartment,Paris 16th (75016),2,True,rent,5,3,2,89.0
2140,F,F,Apartment,Paris 14th (75014),1,True,rent,4,2,1,52.36
5500,G,F,Apartment,Paris 7th (75007),4,True,rent,4,5,4,144.0
3570,E,B,Apartment,Paris 6th (75006),2,True,rent,2,3,2,81.19
4250,B,B,Apartment,Paris 3rd (75003),2,True,rent,5,3,2,103.0
2980,D,E,Apartment,Paris 17th (75017),3,True,rent,1,4,3,98.0
3695,G,F,Apartment,Paris 17th (75017),3,True,rent,4,4,3,93.0
3148,E,E,Apartment,Paris 7th (75007),2,True,rent,2,4,2,89.0
4200,D,D,Apartment,Paris 15th (75015),2,True,rent,3,5,2,128.07
4200,D,B,Apartment,Paris 7th (75007),3,True,rent,5,5,3,97.0
5660,E,F,Apartment,Paris 9th (75009),3,True,rent,4,6,3,185.0
1500,E,E,Apartment,Paris 9th (75009),1,True,rent,6,2,1,41.0
1076,D,B,Apartment,Paris 15th (75015),1,True,rent,4,1,1,32.2
12500,E,F,Apartment,Paris 17th (75017),4,True,rent,2,6,4,155.0
2000,E,E,Apartment,Paris 6th (75006),1,True,rent,5,2,1,41.3
3150,D,D,Apartment,Paris 6th (75006),2,True,rent,1,5,2,85.21
8150,D,D,Apartment,Paris 7th (75007),4,True,rent,3,5,4,180.0
25000,E,D,Apartment,Paris 8th (75008),5,True,rent,4,6,5,236.0
1700,F,D,Apartment,Paris 7th (75007),1,True,rent,6,2,1,37.7
2900,D,B,Apartment,Paris 7th (75007),1,True,rent,2,3,1,56.75
1900,E,B,Apartment,Paris 6th (75006),1,True,rent,2,2,1,51.59
4500,C,D,Apartment,Paris 17th (75017),3,True,rent,3,5,3,132.0
2900,D,B,Apartment,Paris 17th (75017),2,True,rent,4,3,2,67.5
5500,G,G,Apartment,Paris 1st (75001),3,True,rent,1,4,3,111.87
2170,C,D,Apartment,Paris 7th (75007),1,True,rent,4,2,1,46.58
1010,E,C,Apartment,Paris 15th (75015),1,True,rent,1,1,1,28.0
1275,D,B,Apartment,Paris 15th (75015),2,True,rent,1,2,2,36.58
5500,E,E,Apartment,Paris 7th (75007),4,True,rent,4,6,4,160.92
1650,G,F,Apartment,Paris 9th (75009),2,True,rent,2,3,2,51.0
3728,D,D,Apartment,Paris 8th (75008),4,True,rent,5,4,4,126.3
4812,B,A,Apartment,Paris 17th (75017),4,True,rent,3,5,4,146.0
6500,D,E,Apartment,Paris 6th (75006),3,True,rent,6,5,3,166.0
4230,C,C,Apartment,Paris 9th (75009),3,True,rent,3,4,3,124.0
4750,D,E,Apartment,Paris 16th (75016),3,True,rent,8,4,3,130.0
10000,F,E,Apartment,Paris 16th (75016),4,True,rent,Ground,4,4,167.06
2785,E,F,Apartment,Paris 16th (75016),2,True,rent,7,3,2,71.0
1309,D,E,Apartment,Paris 16th (75016),1,True,rent,3,2,1,43.0
7500,G,G,Apartment,Paris 16th (75016),4,True,rent,1,6,4,222.0
6300,D,B,Apartment,Paris 7th (75007),2,True,rent,5,5,2,122.8
6950,D,E,Apartment,Paris 7th (75007),2,True,rent,6,4,2,115.0
1750,D,D,Apartment,Paris 9th (75009),1,True,rent,5,1,1,21.0
3450,D,E,Apartment,Paris 7th (75007),2,True,rent,3,3,2,80.0
2400,G,G,Apartment,Paris 6th (75006),1,True,rent,2,2,1,54.2
1570,D,B,Apartment,Paris 6th (75006),2,True,rent,4,2,2,35.74
15000,B,A,Apartment,Paris 16th (75016),5,True,rent,5,4,5,248.0
1428,G,C,Apartment,Paris 17th (75017),1,True,rent,Ground,1,1,34.0
2790,G,G,Apartment,Paris 8th (75008),3,True,rent,5,3,3,80.0
4404,G,F,Apartment,Paris 8th (75008),4,True,rent,4,4,4,137.8
7150,D,D,Apartment,Paris 7th (75007),4,True,rent,3,6,4,184.67
1900,D,E,Apartment,Paris 4th (75004),2,True,rent,3,2,2,53.91
2600,E,F,Apartment,Paris 6th (75006),2,True,rent,6,3,2,70.66
3627,F,G,Apartment,Paris 9th (75009),3,True,rent,6,4,3,129.0
2800,D,C,Apartment,Paris 17th (75017),3,True,rent,2,4,3,88.31
3600,F,C,Apartment,Paris 1st (75001),3,True,rent,5,3,3,61.29
1260,D,B,Apartment,Paris 7th (75007),1,True,rent,7,1,1,29.58
2100,A,E,Apartment,Paris 7th (75007),1,True,rent,2,2,1,47.26
4300,D,B,Apartment,Paris 15th (75015),4,True,rent,4,5,4,121.0
6050,D,B,Apartment,Paris 7th (75007),4,True,rent,1,5,4,140.01
3845,G,F,Apartment,Paris 17th (75017),2,True,rent,4,4,2,82.5
2300,D,E,Apartment,Paris 7th (75007),3,True,rent,1,2,3,57.0
2000,G,F,Apartment,Paris 17th (75017),2,True,rent,2,2,2,49.0
1941,G,F,Apartment,Paris 17th (75017),1,True,rent,5,2,1,46.0
3276,G,F,Apartment,Paris 17th (75017),2,True,rent,4,3,2,78.0
3915,G,F,Apartment,Paris 17th (75017),2,True,rent,6,4,2,87.0
3300,D,D,Apartment,Paris 5th (75005),1,True,rent,1,4,1,89.64
2700,E,B,Apartment,Paris 9th (75009),2,True,rent,3,3,2,64.0
3500,E,B,Apartment,Paris 9th (75009),3,True,rent,Top,3,3,107.91
3334,G,F,Apartment,Paris 9th (75009),2,True,rent,2,3,2,90.0
13500,E,E,Apartment,Paris 16th (75016),4,True,rent,1,5,4,207.0
8500,C,D,Apartment,Paris 17th (75017),4,True,rent,2,6,4,230.0
2320,A,A,Apartment,Paris 15th (75015),1,True,rent,4,3,1,73.59
2200,D,E,Apartment,Paris 14th (75014),2,True,rent,3,3,2,65.17
4670,F,G,Apartment,Paris 16th (75016),3,True,rent,4,4,3,155.51
1300,B,B,Apartment,Paris 13th (75013),2,True,rent,5,2,2,40.68
9634,E,D,Apartment,Paris 16th (75016),3,True,rent,1,4,3,236.0
14500,E,E,Apartment,Paris 16th (75016),4,True,rent,5,5,4,180.0
2100,G,G,Apartment,Paris 7th (75007),2,True,rent,6,2,2,50.43
3122,E,E,Apartment,Paris 7th (75007),2,True,rent,2,4,2,86.27
2700,E,E,Apartment,Paris 6th (75006),2,True,rent,1,3,2,78.11
1800,F,C,Apartment,Paris 6th (75006),1,True,rent,5,2,1,37.16
2500,E,D,Apartment,Paris 16th (75016),2,True,rent,1,4,2,79.86
3380,D,D,Apartment,Paris 16th (75016),2,True,rent,2,4,2,94.0
4512,G,F,Apartment,Paris 17th (75017),3,True,rent,3,5,3,117.0
1250,G,F,Apartment,Paris 7th (75007),1,True,rent,2,1,1,26.0
4980,D,B,Apartment,Paris 17th (75017),6,True,rent,Top,7,6,160.0
2200,G,F,Apartment,Paris 17th (75017),2,True,rent,4,3,2,70.0
2500,E,E,Apartment,Paris 7th (75007),1,True,rent,2,2,1,52.35
5500,G,F,Apartment,Paris 16th (75016),3,True,rent,3,4,3,120.0
4180,E,E,Apartment,Paris 7th (75007),4,True,rent,3,5,4,126.0
8000,E,C,Apartment,Paris 8th (75008),5,True,rent,3,5,5,206.79
2750,E,G,Apartment,Paris 7th (75007),2,True,rent,4,3,2,70.0
2200,F,C,Apartment,Paris 9th (75009),3,True,rent,3,2,3,58.0
2247,D,B,Apartment,Paris 15th (75015),2,True,rent,1,4,2,84.0
7300,D,B,Apartment,Paris 7th (75007),5,True,rent,4,6,5,161.7
20000,C,B,Apartment,Paris 7th (75007),3,True,rent,3,5,3,280.0
4500,G,G,Apartment,Paris 6th (75006),3,True,rent,3,3,3,88.0
3250,G,G,Apartment,Paris 6th (75006),2,True,rent,5,2,2,66.52
5000,G,C,Apartment,Paris 16th (75016),3,True,rent,5,6,3,114.28
2750,G,G,Apartment,Paris 5th (75005),2,True,rent,1,2,2,62.02
1877,G,G,Apartment,Paris 6th (75006),1,True,rent,3,2,1,50.55
3785,D,B,Apartment,Paris 7th (75007),2,True,rent,7,3,2,77.11
2192,D,A,Apartment,Paris 9th (75009),2,True,rent,2,2,2,68.5
2237,F,C,Apartment,Paris 9th (75009),2,True,rent,6,2,2,65.8
2089,D,A,Apartment,Paris 9th (75009),2,True,rent,1,2,2,67.4
4300,B,A,Apartment,Paris 17th (75017),2,True,rent,4,5,2,141.28
4600,G,G,Apartment,Paris 17th (75017),3,True,rent,1,5,3,142.43
3500,C,B,Apartment,Paris 16th (75016),2,True,rent,7,3,2,70.0
2980,D,D,Apartment,Paris 9th (75009),3,True,rent,1,4,3,102.48
3370,D,E,Apartment,Paris 13th (75013),3,True,rent,8,4,3,102.22
4500,E,A,Apartment,Paris 7th (75007),3,True,rent,6,4,3,116.33
1850,G,F,Apartment,Paris 16th (75016),2,True,rent,2,2,2,49.88
915,D,B,Apartment,Paris 7th (75007),1,True,rent,5,1,1,18.54
12000,C,C,Apartment,Paris 8th (75008),3,True,rent,1,5,3,194.75
4250,G,G,Apartment,Paris 17th (75017),3,True,rent,2,5,3,136.0
1240,G,F,Apartment,Paris 8th (75008),2,True,rent,5,2,2,35.64
3500,B,B,Apartment,Paris 3rd (75003),2,True,rent,Ground,3,2,91.06
7411,A,E,Apartment,Paris 7th (75007),3,True,rent,2,7,3,196.79
2610,G,G,Apartment,Paris 8th (75008),3,True,rent,6,3,3,74.0
1500,A,A,Apartment,Paris 8th (75008),2,True,rent,3,2,2,46.0
