Price/Rent (Euros),Bathroom,Type (Rental/Housing),Rooms,Bedrooms,Area (m²),Arrondissement,ZipCode
5300,4,Rental,5,4,136.0,17,75017
1900,1,Rental,3,1,50.6,11,75011
2470,1,Rental,3,1,70.0,7,75007
5050,3,Rental,5,3,140.0,7,75007
2950,2,Rental,2,2,70.0,8,75008
3700,2,Rental,3,2,88.76,16,75016
16650,4,Rental,6,4,236.0,7,75007
1000,2,Rental,2,2,25.0,16,75016
3468,1,Rental,2,1,50.0,8,75008
5320,4,Rental,5,4,152.1,7,75007
7500,2,Rental,4,2,111.33,5,75005
3400,2,Rental,5,2,77.0,4,75004
1000,2,Rental,2,2,25.0,16,75016
1200,1,Rental,1,1,26.9,8,75008
5600,3,Rental,6,3,139.0,16,75016
10000,4,Rental,6,4,155.0,17,75017
15000,4,Rental,6,4,236.0,7,75007
4700,2,Rental,3,2,90.0,7,75007
3250,3,Rental,4,3,103.75,7,75007
4650,4,Rental,5,4,157.11,8,75008
4829,4,Rental,5,4,177.95,8,75008
1800,1,Rental,2,1,42.0,5,75005
6200,2,Rental,5,2,122.8,7,75007
10652,5,Rental,7,5,290.78,8,75008
7500,4,Rental,5,4,152.8,6,75006
4620,3,Rental,5,3,143.0,8,75008
8500,3,Rental,5,3,197.0,7,75007
2600,1,Rental,2,1,52.0,7,75007
2545,2,Rental,3,2,71.4,16,75016
4500,3,Rental,5,3,125.0,7,75007
3400,3,Rental,4,3,106.0,7,75007
9600,3,Rental,6,3,305.0,16,75016
4000,1,Rental,4,1,90.0,15,75015
3825,3,Rental,5,3,109.3,7,75007
1965,2,Rental,2,2,50.54,16,75016
1000,2,Rental,2,2,25.0,16,75016
2300,0,Rental,3,0,98.0,16,75016
1410,1,Rental,2,1,54.36,17,75017
1650,2,Rental,2,2,41.05,16,75016
5700,3,Rental,5,3,164.5,8,75008
2100,1,Rental,2,1,41.44,7,75007
1850,1,Rental,2,1,40.95,6,75006
3000,3,Rental,3,3,70.21,6,75006
3200,2,Rental,2,2,80.0,4,75004
5000,3,Rental,4,3,128.85,6,75006
4505,4,Rental,5,4,112.18,3,75003
4200,2,Rental,5,2,133.45,6,75006
4280,3,Rental,6,3,138.0,7,75007
2850,2,Rental,3,2,82.16,9,75009
4200,3,Housing,4,3,107.0,7,75007
1464,0,Rental,2,0,51.5,7,75007
1650,1,Rental,2,1,39.74,5,75005
1490,2,Rental,2,2,41.6,16,75016
1150,2,Rental,2,2,23.0,5,75005
5500,3,Rental,4,3,132.51,8,75008
4104,3,Rental,5,3,140.85,16,75016
7200,4,Housing,6,4,197.0,7,75007
980,1,Rental,1,1,27.38,5,75005
2300,2,Rental,3,2,77.7,16,75016
1900,2,Rental,2,2,52.52,1,75001
1384,2,Rental,2,2,51.0,16,75016
1042,1,Rental,2,1,33.78,5,75005
1107,1,Rental,1,1,32.1,16,75016
4492,3,Rental,5,3,156.0,16,75016
2620,3,Rental,4,3,88.2,5,75005
2500,1,Rental,2,1,64.01,3,75003
3399,3,Housing,6,3,134.9,8,75008
3400,3,Rental,4,3,121.0,16,75016
2230,2,Rental,3,2,69.6,16,75016
1685,1,Housing,2,1,46.03,6,75006
2800,2,Rental,3,2,80.0,8,75008
5250,0,Housing,5,0,125.0,6,75006
2000,2,Housing,2,2,56.0,8,75008
3900,4,Housing,5,4,137.0,16,75016
6225,5,Rental,6,5,227.0,8,75008
4013,3,Rental,3,3,140.8,16,75016
3500,3,Rental,6,3,130.0,16,75016
3350,2,Rental,3,2,80.0,7,75007
4850,6,Rental,7,6,229.0,12,75012
2162,1,Rental,4,1,75.3,1,75001
2590,3,Rental,3,3,73.0,16,75016
5400,4,Rental,5,4,197.0,8,75008
1570,2,Rental,2,2,43.0,5,75005
9050,2,Housing,7,2,302.04,1,75001
6400,4,Rental,5,4,150.0,16,75016
2500,2,Rental,3,2,82.0,16,75016
2220,2,Rental,3,2,50.0,6,75006
3060,2,Housing,3,2,77.43,1,75001
1650,2,Rental,3,2,55.55,5,75005
1250,1,Housing,1,1,32.0,6,75006
1614,2,Rental,2,2,49.7,8,75008
2800,2,Housing,3,2,84.1,7,75007
5150,3,Rental,6,3,170.0,5,75005
6300,4,Housing,6,4,205.0,8,75008
6000,3,Rental,5,3,137.0,8,75008
2500,2,Housing,2,2,70.67,6,75006
2400,2,Rental,3,2,92.0,16,75016
6500,4,Housing,5,4,188.02,6,75006
1250,1,Rental,2,1,26.0,3,75003
3500,1,Rental,3,1,104.0,16,75016
6640,5,Housing,7,5,220.0,16,75016
1500,1,Housing,1,1,40.94,6,75006
2250,2,Rental,2,2,66.0,16,75016
2360,2,Rental,3,2,59.6,8,75008
1650,1,Housing,2,1,32.69,5,75005
1410,2,Rental,2,2,41.63,18,75018
1840,2,Rental,2,2,50.44,5,75005
3500,4,Rental,4,4,126.0,16,75016
1250,2,Housing,2,2,32.75,6,75006
4000,2,Rental,5,2,165.0,16,75016
4380,2,Housing,4,2,110.0,7,75007
3800,3,Rental,4,3,125.0,5,75005
1165,1,Rental,1,1,35.0,16,75016
1950,2,Rental,2,2,45.0,6,75006
3716,3,Rental,4,3,127.1,16,75016
3700,4,Rental,4,4,94.08,5,75005
7199,5,Housing,7,5,251.5,16,75016
4200,3,Rental,5,3,116.0,7,75007
3865,2,Rental,5,2,127.9,16,75016
3640,3,Rental,5,3,105.0,3,75003
2166,1,Rental,3,1,70.8,4,75004
3990,4,Rental,4,4,103.1,15,75015
2590,1,Rental,2,1,40.0,8,75008
3690,3,Rental,4,3,108.47,5,75005
2000,2,Rental,3,2,67.0,16,75016
5250,4,Housing,3,4,106.0,16,75016
4300,2,Housing,3,2,92.0,16,75016
1310,2,Rental,2,2,45.08,14,75014
1408,2,Rental,3,2,50.0,16,75016
3950,3,Rental,5,3,109.3,7,75007
1600,1,Rental,2,1,50.2,3,75003
2000,1,Rental,2,1,45.85,7,75007
2300,2,Rental,2,2,51.03,6,75006
4550,5,Rental,5,5,152.4,17,75017
1100,2,Rental,1,2,34.0,8,75008
4420,3,Rental,5,3,117.69,6,75006
1010,1,Rental,2,1,30.02,14,75014
2085,1,Rental,2,1,65.2,5,75005
12000,4,Housing,5,4,207.0,16,75016
1317,2,Housing,3,2,74.5,18,75018
1042,2,Rental,1,2,32.6,7,75007
1400,1,Housing,2,1,32.81,5,75005
23500,3,Rental,5,3,280.0,7,75007
5530,4,Housing,6,4,190.8,8,75008
2178,3,Rental,3,3,63.47,12,75012
7030,5,Rental,7,5,273.0,17,75017
2180,2,Housing,2,2,52.0,7,75007
2700,2,Rental,3,2,95.0,16,75016
1351,2,Rental,2,2,38.95,5,75005
2675,1,Rental,3,1,91.0,16,75016
5490,6,Rental,6,6,210.0,17,75017
4800,5,Rental,6,5,159.0,7,75007
1760,2,Rental,3,2,49.36,5,75005
1990,1,Rental,2,1,61.2,4,75004
2240,1,Rental,3,1,69.7,16,75016
11650,4,Housing,5,4,207.0,16,75016
1650,2,Housing,2,2,38.86,6,75006
4275,3,Housing,4,3,128.0,8,75008
3400,0,Rental,4,0,125.9,17,75017
3570,4,Rental,5,4,151.0,9,75009
5225,3,Rental,5,3,146.24,7,75007
2000,2,Rental,2,2,56.0,15,75015
1485,2,Rental,2,2,50.02,11,75011
1200,1,Rental,1,1,36.0,15,75015
2500,1,Rental,4,1,66.22,5,75005
2340,3,Rental,3,3,76.2,7,75007
2594,4,Rental,4,4,91.5,8,75008
7500,3,Housing,4,3,123.06,8,75008
5930,3,Rental,4,3,132.51,8,75008
1450,1,Housing,1,1,35.01,6,75006
4420,3,Housing,5,3,117.69,6,75006
2435,2,Rental,2,2,81.0,16,75016
3568,3,Rental,5,3,123.5,16,75016
3200,3,Housing,4,3,89.0,7,75007
4505,4,Rental,5,4,112.18,3,75003
1478,1,Rental,2,1,45.81,6,75006
1600,2,Rental,2,2,42.74,5,75005
2500,3,Rental,4,3,87.2,17,75017
2340,2,Rental,3,2,78.75,13,75013
6000,3,Housing,6,3,191.25,6,75006
3650,2,Rental,5,2,143.0,17,75017
6740,5,Rental,6,5,188.7,7,75007
2013,2,Housing,2,2,49.0,7,75007
5940,4,Rental,7,4,198.24,5,75005
1500,2,Rental,2,2,40.0,5,75005
1404,2,Housing,2,2,41.0,8,75008
10000,4,Housing,3,4,180.0,7,75007
2650,1,Rental,3,1,70.0,2,75002
3000,2,Housing,3,2,72.95,6,75006
3860,1,Rental,4,1,101.65,4,75004
2800,3,Rental,3,3,74.79,5,75005
5150,4,Housing,5,4,125.73,6,75006
5332,5,Rental,7,5,190.0,17,75017
5400,3,Rental,6,3,170.0,7,75007
2926,3,Rental,4,3,111.49,8,75008
2100,2,Rental,3,2,75.0,5,75005
1300,2,Rental,2,2,40.68,13,75013
2200,2,Housing,2,2,58.0,6,75006
5700,5,Rental,7,5,200.0,16,75016
3450,4,Rental,5,4,141.0,16,75016
7500,6,Housing,8,6,291.0,16,75016
7500,3,Rental,7,3,280.0,16,75016
8160,4,Rental,4,4,167.06,16,75016
4689,3,Rental,5,3,140.82,16,75016
2200,2,Rental,3,2,54.06,4,75004
1115,2,Rental,2,2,33.0,5,75005
1727,2,Housing,2,2,51.6,8,75008
1030,1,Rental,1,1,28.31,17,75017
4500,2,Housing,5,2,108.45,6,75006
3700,5,Rental,6,5,141.42,14,75014
3750,3,Housing,5,3,138.0,8,75008
2394,2,Rental,3,2,85.2,8,75008
3150,3,Rental,4,3,98.0,15,75015
1322,2,Rental,2,2,47.5,11,75011
1825,2,Housing,2,2,64.0,16,75016
7000,2,Rental,4,2,115.0,7,75007
7200,4,Housing,5,4,189.0,17,75017
1966,1,Rental,2,1,68.0,5,75005
200,0,Rental,4,0,95.0,16,75016
1070,2,Rental,2,2,28.0,7,75007
1950,2,Rental,2,2,40.86,5,75005
9710,7,Housing,7,7,320.0,16,75016
2900,3,Rental,4,3,103.0,8,75008
5280,3,Rental,4,3,129.0,6,75006
2000,1,Rental,2,1,54.2,6,75006
3157,1,Rental,4,1,104.51,8,75008
3000,3,Housing,3,3,63.0,6,75006
8180,6,Rental,5,6,184.0,7,75007
1804,1,Housing,3,1,55.5,16,75016
3200,1,Rental,4,1,100.4,17,75017
4877,4,Rental,5,4,173.0,16,75016
3243,2,Rental,4,2,91.6,7,75007
2200,1,Rental,2,1,59.22,5,75005
3000,2,Housing,3,2,72.0,6,75006
1750,2,Rental,2,2,39.9,3,75003
2948,3,Housing,4,3,110.0,8,75008
3265,3,Housing,4,3,112.7,6,75006
4150,2,Rental,5,2,139.0,7,75007
830,2,Rental,1,2,25.5,5,75005
3300,2,Housing,3,2,74.0,16,75016
4360,4,Rental,3,4,100.13,6,75006
3990,3,Rental,6,3,144.5,17,75017
1995,2,Rental,2,2,54.0,17,75017
4240,3,Rental,6,3,140.0,7,75007
5280,4,Rental,6,4,154.0,7,75007
1800,2,Rental,3,2,60.0,17,75017
1900,2,Rental,2,2,47.41,16,75016
2000,2,Rental,2,2,60.0,17,75017
1980,2,Rental,3,2,70.0,17,75017
11800,3,Rental,6,3,160.0,7,75007
1431,2,Rental,2,2,49.0,15,75015
5020,5,Rental,5,5,144.0,7,75007
3200,2,Rental,3,2,73.0,8,75008
1550,1,Rental,2,1,44.6,18,75018
3486,2,Rental,4,2,93.0,15,75015
1950,2,Rental,2,2,60.68,17,75017
1944,2,Rental,2,2,48.2,8,75008
5075,4,Rental,5,4,147.0,8,75008
5603,4,Rental,5,4,155.5,8,75008
3200,3,Rental,4,3,104.0,8,75008
4000,3,Rental,3,3,134.17,2,75002
1530,1,Rental,1,1,34.0,4,75004
4735,5,Rental,5,5,156.33,17,75017
3480,6,Rental,5,6,100.0,17,75017
8000,6,Rental,5,6,150.0,8,75008
6500,3,Rental,5,3,178.5,9,75009
5650,3,Rental,3,3,106.0,16,75016
2310,1,Rental,2,1,66.0,16,75016
1004,2,Rental,1,2,23.3,4,75004
2000,1,Rental,3,1,55.0,17,75017
1750,2,Rental,2,2,34.48,14,75014
5900,2,Rental,5,2,137.25,5,75005
3300,2,Rental,4,2,120.7,17,75017
6000,5,Rental,7,5,234.91,17,75017
4200,3,Rental,4,3,122.49,16,75016
2100,1,Rental,3,1,64.09,15,75015
5500,4,Rental,5,4,193.0,8,75008
1500,1,Rental,2,1,38.0,17,75017
5767,5,Rental,7,5,227.95,6,75006
1650,2,Rental,3,2,51.0,9,75009
1200,1,Rental,1,1,24.05,6,75006
2261,2,Rental,3,2,62.65,16,75016
3700,4,Rental,5,4,120.4,16,75016
1766,2,Rental,2,2,40.9,16,75016
4285,3,Rental,4,3,123.83,5,75005
1150,2,Rental,1,2,33.16,9,75009
3115,2,Rental,3,2,75.0,16,75016
1753,2,Rental,2,2,56.0,16,75016
3100,1,Rental,2,1,43.0,8,75008
4420,4,Rental,5,4,125.0,17,75017
2790,3,Rental,3,3,80.0,8,75008
5278,5,Rental,6,5,163.0,17,75017
2150,2,Rental,3,2,50.43,6,75006
3363,3,Rental,4,3,105.0,8,75008
10000,4,Rental,5,4,196.0,8,75008
3700,3,Rental,5,3,80.0,15,75015
2070,2,Rental,3,2,78.0,16,75016
3500,4,Rental,3,4,120.0,13,75013
3511,2,Rental,4,2,114.09,16,75016
5000,4,Rental,5,4,136.0,17,75017
3110,2,Rental,4,2,90.0,9,75009
4000,4,Rental,5,4,135.6,17,75017
4150,2,Rental,3,2,103.0,3,75003
1675,2,Rental,2,2,36.0,15,75015
1892,2,Rental,2,2,66.0,6,75006
2215,1,Rental,3,1,63.3,7,75007
1800,1,Rental,2,1,29.6,7,75007
6130,4,Rental,6,4,198.36,15,75015
1300,2,Rental,2,2,41.0,17,75017
1100,1,Rental,2,1,50.0,9,75009
2100,2,Rental,3,2,77.58,9,75009
3149,3,Rental,4,3,99.1,15,75015
7500,4,Rental,6,4,183.0,16,75016
4000,3,Rental,4,3,111.0,7,75007
1877,1,Rental,3,1,64.0,6,75006
2800,2,Rental,4,2,86.3,6,75006
3500,0,Rental,3,0,70.0,18,75018
770,1,Rental,1,1,21.0,17,75017
3975,2,Rental,5,2,131.77,5,75005
6090,4,Rental,7,4,241.0,17,75017
1150,1,Rental,1,1,25.0,7,75007
3900,2,Rental,4,2,105.0,16,75016
6500,4,Rental,5,4,160.0,16,75016
4819,3,Rental,6,3,178.0,17,75017
3000,2,Rental,3,2,77.0,16,75016
3500,4,Rental,4,4,74.4,7,75007
4494,3,Rental,5,3,127.44,8,75008
5000,3,Rental,6,3,174.05,16,75016
2190,2,Rental,3,2,66.0,10,75010
925,1,Rental,1,1,31.0,5,75005
4280,2,Rental,3,2,99.02,5,75005
2200,2,Rental,2,2,45.77,2,75002
3200,3,Rental,3,3,92.76,17,75017
1520,2,Rental,2,2,48.0,16,75016
1900,2,Rental,2,2,45.0,18,75018
1210,2,Rental,2,2,34.71,5,75005
3680,3,Rental,4,3,106.0,7,75007
1570,2,Rental,1,2,38.02,15,75015
3800,2,Rental,4,2,94.75,7,75007
3286,3,Rental,3,3,106.0,8,75008
2600,2,Rental,4,2,78.0,15,75015
2410,2,Rental,3,2,62.0,7,75007
3400,2,Rental,4,2,116.04,16,75016
3075,3,Rental,4,3,101.2,15,75015
3000,2,Rental,2,2,75.03,16,75016
6170,3,Rental,6,3,224.8,16,75016
1900,2,Rental,2,2,47.41,16,75016
2500,2,Rental,2,2,53.42,7,75007
970,1,Rental,1,1,21.22,7,75007
1250,1,Rental,1,1,25.0,7,75007
2200,1,Rental,2,1,56.22,5,75005
2535,2,Rental,4,2,92.0,16,75016
2200,1,Rental,2,1,49.75,6,75006
2225,1,Rental,3,1,80.53,15,75015
3350,3,Rental,4,3,100.88,16,75016
2200,2,Rental,2,2,75.3,15,75015
5000,6,Rental,7,6,229.0,12,75012
3400,4,Rental,4,4,103.1,15,75015
1860,2,Rental,2,2,49.01,4,75004
4000,4,Rental,4,4,123.98,16,75016
4615,4,Rental,5,4,148.0,7,75007
5400,3,Rental,4,3,144.18,16,75016
1400,2,Rental,2,2,51.49,16,75016
2100,1,Rental,3,1,57.0,9,75009
1250,1,Rental,2,1,37.0,9,75009
2585,3,Rental,4,3,89.0,16,75016
1261,1,Rental,1,1,27.19,1,75001
3770,3,Rental,4,3,126.35,6,75006
2350,2,Rental,3,2,65.19,7,75007
200,2,Rental,4,2,12.5,3,75003
4770,4,Rental,6,4,148.3,7,75007
2354,2,Rental,3,2,64.85,6,75006
1840,1,Rental,3,1,52.0,9,75009
5400,4,Rental,5,4,187.0,17,75017
4880,3,Rental,3,3,111.17,7,75007
3025,2,Rental,3,2,80.0,18,75018
2300,2,Rental,3,2,66.78,17,75017
3932,3,Rental,5,3,158.22,8,75008
3200,3,Rental,5,3,117.0,16,75016
1450,1,Rental,2,1,35.82,2,75002
2320,2,Rental,3,2,72.1,5,75005
2350,1,Rental,3,1,67.24,14,75014
2670,2,Rental,3,2,78.0,8,75008
3100,2,Rental,2,2,74.57,3,75003
1850,2,Rental,2,2,37.0,8,75008
3102,2,Rental,4,2,103.75,7,75007
2780,3,Rental,4,3,117.0,17,75017
10210,3,Rental,5,3,213.73,3,75003
1950,1,Rental,2,1,57.05,15,75015
1600,1,Rental,2,1,30.0,16,75016
5500,3,Rental,5,3,125.0,3,75003
9000,4,Rental,7,4,260.48,6,75006
1900,1,Rental,2,1,51.59,6,75006
3900,3,Rental,4,3,96.0,15,75015
2300,1,Rental,2,1,47.84,6,75006
2300,2,Rental,3,2,78.0,16,75016
3840,3,Rental,4,3,126.7,16,75016
2000,2,Rental,2,2,44.25,6,75006
6500,3,Rental,7,3,236.6,16,75016
3000,2,Rental,3,2,75.02,9,75009
1750,1,Rental,2,1,40.0,9,75009
2400,0,Rental,2,0,55.35,6,75006
3600,3,Rental,6,3,144.21,15,75015
4250,3,Rental,4,3,110.0,18,75018
2620,2,Rental,3,2,76.37,15,75015
3900,3,Rental,4,3,96.0,15,75015
4990,3,Rental,6,3,140.0,7,75007
1900,2,Rental,2,2,45.16,16,75016
2750,2,Rental,3,2,69.06,5,75005
1685,1,Rental,2,1,46.03,6,75006
4250,4,Rental,5,4,120.75,7,75007
5000,3,Rental,4,3,123.0,8,75008
3500,3,Rental,3,3,73.04,7,75007
2200,2,Rental,2,2,53.0,16,75016
1670,2,Rental,2,2,40.6,17,75017
2500,2,Rental,3,2,77.7,16,75016
2900,2,Rental,3,2,88.48,6,75006
2700,2,Rental,3,2,78.11,6,75006
6040,4,Rental,7,4,189.0,8,75008
1950,2,Rental,2,2,60.6,7,75007
6900,6,Rental,7,6,243.0,17,75017
1550,1,Rental,2,1,44.6,18,75018
1470,1,Rental,2,1,36.1,3,75003
4800,2,Rental,5,2,167.0,9,75009
1500,2,Rental,2,2,46.0,8,75008
6200,3,Rental,5,3,138.0,8,75008
3200,2,Rental,3,2,77.61,7,75007
1250,1,Rental,1,1,26.0,7,75007
4500,3,Rental,4,3,103.19,17,75017
1900,1,Rental,2,1,45.17,8,75008
1250,1,Rental,2,1,26.02,3,75003
3200,1,Rental,3,1,73.92,6,75006
7900,5,Rental,6,5,190.11,15,75015
5316,3,Rental,4,3,160.0,8,75008
2350,2,Rental,3,2,58.0,9,75009
1340,2,Rental,2,2,38.0,16,75016
1615,1,Rental,2,1,45.0,8,75008
1700,1,Rental,2,1,37.29,6,75006
2460,2,Rental,3,2,77.0,6,75006
2650,2,Rental,3,2,94.43,16,75016
4000,4,Rental,4,4,120.42,15,75015
4570,4,Rental,4,4,127.0,5,75005
2200,1,Rental,2,1,54.2,6,75006
3800,4,Rental,5,4,138.0,16,75016
2877,2,Rental,3,2,82.2,8,75008
4889,3,Rental,5,3,124.0,7,75007
970,1,Rental,1,1,21.22,7,75007
2500,2,Rental,3,2,80.0,17,75017
2450,2,Rental,3,2,63.66,16,75016
1350,1,Rental,1,1,33.97,13,75013
3500,3,Rental,4,3,104.0,8,75008
3300,3,Rental,4,3,109.0,8,75008
7300,6,Rental,6,6,255.0,8,75008
2007,2,Rental,3,2,67.0,16,75016
1590,2,Rental,2,2,43.0,17,75017
3810,3,Rental,5,3,143.0,16,75016
5070,4,Rental,5,4,172.0,16,75016
4000,3,Rental,4,3,123.88,9,75009
2180,2,Rental,2,2,65.0,14,75014
6000,2,Rental,5,2,122.8,7,75007
3800,2,Rental,4,2,90.73,7,75007
1630,1,Rental,2,1,42.8,7,75007
3180,2,Rental,4,2,88.79,4,75004
1261,1,Rental,2,1,27.19,1,75001
2240,2,Rental,2,2,60.43,2,75002
1800,2,Rental,3,2,57.06,13,75013
923,2,Rental,1,2,31.0,5,75005
1900,1,Rental,2,1,39.63,5,75005
1200,1,Rental,2,1,18.24,5,75005
1500,1,Rental,1,1,37.59,6,75006
2800,3,Rental,4,3,88.31,17,75017
4850,3,Rental,5,3,140.0,7,75007
4307,3,Rental,5,3,140.85,16,75016
2380,2,Rental,4,2,83.0,16,75016
1405,2,Rental,2,2,49.0,16,75016
2830,3,Rental,4,3,85.32,15,75015
6808,5,Rental,5,5,184.0,4,75004
4004,2,Rental,5,2,124.79,9,75009
1600,2,Rental,2,2,45.22,6,75006
5450,4,Rental,5,4,170.65,17,75017
2535,2,Rental,3,2,82.06,15,75015
3600,3,Rental,4,3,114.88,8,75008
1005,1,Rental,2,1,28.58,13,75013
3690,3,Rental,4,3,108.47,5,75005
5310,4,Rental,5,4,136.0,17,75017
1609,1,Rental,3,1,49.37,4,75004
1810,1,Rental,2,1,57.0,8,75008
3140,3,Rental,4,3,110.0,8,75008
2280,3,Rental,3,3,60.0,4,75004
5200,4,Rental,5,4,130.0,4,75004
4958,4,Rental,5,4,134.0,4,75004
4000,2,Rental,5,2,136.0,16,75016
4198,3,Rental,4,3,132.86,8,75008
5420,4,Rental,5,4,147.0,7,75007
2100,1,Rental,2,1,46.58,7,75007
3800,3,Rental,4,3,96.02,5,75005
2950,2,Rental,4,2,95.2,9,75009
4300,4,Rental,5,4,107.0,4,75004
2600,2,Rental,3,2,80.51,9,75009
2400,1,Rental,2,1,52.0,7,75007
4275,4,Rental,5,4,118.0,15,75015
5099,3,Rental,6,3,168.67,8,75008
4500,4,Rental,5,4,112.85,12,75012
1450,2,Rental,2,2,48.0,16,75016
2900,2,Rental,4,2,77.75,16,75016
3479,3,Rental,6,3,123.88,9,75009
7000,4,Rental,6,4,180.07,16,75016
5820,3,Rental,5,3,138.43,7,75007
3000,2,Rental,3,2,75.0,1,75001
1900,2,Rental,3,2,42.13,7,75007
6300,3,Rental,3,3,122.8,6,75006
4924,3,Rental,5,3,154.0,8,75008
10000,4,Rental,6,4,155.0,17,75017
3050,2,Rental,4,2,86.91,5,75005
1661,2,Rental,3,2,49.26,6,75006
3950,1,Rental,3,1,90.1,17,75017
6000,3,Rental,5,3,182.2,17,75017
2300,1,Rental,3,1,62.0,17,75017
5500,3,Rental,5,3,170.36,16,75016
3300,2,Rental,3,2,80.0,7,75007
1950,1,Rental,2,1,52.0,9,75009
7400,4,Rental,8,4,208.0,16,75016
1850,1,Rental,2,1,63.0,16,75016
3750,3,Rental,5,3,112.6,7,75007
1990,1,Rental,2,1,47.5,3,75003
1542,1,Rental,2,1,51.03,3,75003
2015,2,Rental,2,2,63.0,16,75016
1500,1,Rental,2,1,34.21,7,75007
3380,3,Rental,4,3,89.9,7,75007
2161,2,Rental,3,2,57.34,17,75017
6350,4,Rental,6,4,180.0,8,75008
4718,3,Rental,4,3,134.48,16,75016
4500,2,Rental,5,2,150.0,17,75017
1360,1,Rental,1,1,33.1,7,75007
1650,2,Rental,2,2,41.05,16,75016
3167,2,Rental,4,2,98.0,6,75006
2600,2,Rental,3,2,68.1,7,75007
3800,2,Rental,4,2,94.75,7,75007
3950,2,Rental,5,2,120.0,17,75017
4000,2,Rental,4,2,111.65,6,75006
3000,2,Rental,3,2,69.0,16,75016
3100,3,Rental,5,3,75.29,5,75005
5950,4,Rental,6,4,166.78,7,75007
4400,3,Rental,5,3,143.0,16,75016
1830,2,Rental,3,2,49.36,5,75005
4300,2,Rental,5,2,110.0,4,75004
4450,3,Rental,5,3,117.69,6,75006
2200,1,Rental,2,1,62.1,6,75006
2500,2,Rental,4,2,77.0,16,75016
4950,4,Rental,5,4,132.3,17,75017
12500,4,Rental,6,4,200.0,16,75016
4000,2,Rental,4,2,70.0,8,75008
4330,3,Rental,5,3,126.71,7,75007
6500,2,Rental,6,2,173.6,6,75006
2200,2,Rental,2,2,61.52,5,75005
3750,3,Rental,4,3,108.5,16,75016
3500,2,Rental,2,2,69.0,16,75016
4924,3,Rental,5,3,154.0,8,75008
2995,3,Rental,3,3,111.0,17,75017
1570,1,Rental,2,1,28.18,6,75006
4027,4,Rental,5,4,148.5,8,75008
3700,3,Rental,6,3,130.0,16,75016
2895,2,Rental,4,2,75.64,7,75007
1700,2,Rental,2,2,52.43,16,75016
1250,1,Rental,1,1,25.3,7,75007
2876,2,Rental,3,2,76.89,3,75003
2850,3,Rental,4,3,91.08,4,75004
3990,2,Rental,4,2,93.72,7,75007
4595,3,Rental,5,3,187.0,17,75017
3500,3,Rental,3,3,107.91,9,75009
4100,2,Rental,4,2,111.55,6,75006
4200,4,Rental,5,4,127.4,16,75016
4500,3,Rental,5,3,145.0,16,75016
2400,2,Rental,3,2,85.77,15,75015
2785,2,Rental,3,2,71.0,16,75016
1400,1,Rental,2,1,30.0,3,75003
1790,1,Rental,2,1,51.54,5,75005
2910,2,Rental,3,2,76.29,1,75001
1230,1,Rental,1,1,28.0,7,75007
4750,3,Rental,6,3,156.0,16,75016
4300,3,Rental,3,3,109.45,6,75006
3800,2,Rental,5,2,131.2,11,75011
10000,4,Rental,6,4,155.0,17,75017
4720,4,Rental,5,4,154.79,15,75015
7535,6,Rental,7,6,273.0,16,75016
5700,4,Rental,5,4,161.74,8,75008
5500,4,Rental,5,4,180.0,8,75008
3800,2,Rental,4,2,97.0,3,75003
3500,3,Rental,4,3,75.0,7,75007
4400,3,Rental,6,3,147.0,16,75016
1600,1,Rental,2,1,49.48,1,75001
3250,2,Rental,4,2,87.75,17,75017
1193,2,Rental,2,2,32.0,5,75005
4050,3,Rental,5,3,117.0,17,75017
2800,3,Rental,4,3,94.09,17,75017
5000,3,Rental,4,3,162.0,8,75008
10000,3,Rental,4,3,135.0,16,75016
8552,3,Rental,5,3,197.65,7,75007
1680,1,Rental,2,1,38.85,6,75006
3600,3,Rental,3,3,91.05,6,75006
1700,1,Rental,2,1,30.0,16,75016
1200,1,Rental,2,1,31.81,5,75005
1300,1,Rental,2,1,32.02,11,75011
2300,2,Rental,2,2,67.61,7,75007
1000,1,Rental,1,1,18.5,14,75014
1820,1,Rental,2,1,49.05,9,75009
1229,1,Rental,1,1,33.35,7,75007
3300,2,Rental,4,2,81.52,7,75007
10396,5,Rental,6,5,317.27,16,75016
10200,3,Rental,8,3,295.0,16,75016
1290,1,Rental,2,1,37.93,17,75017
3000,3,Rental,3,3,80.0,6,75006
3030,3,Rental,4,3,114.0,16,75016
1400,1,Rental,2,1,45.58,15,75015
2300,3,Rental,3,3,66.0,16,75016
1950,1,Rental,2,1,52.0,9,75009
1850,1,Rental,2,1,45.63,9,75009
2690,2,Rental,2,2,55.62,1,75001
4985,3,Rental,5,3,168.0,16,75016
2800,2,Rental,4,2,98.0,9,75009
1200,2,Rental,2,2,27.4,6,75006
5000,3,Rental,4,3,132.15,7,75007
4800,4,Rental,4,4,108.29,7,75007
3828,5,Rental,6,5,141.42,14,75014
5900,3,Rental,4,3,136.28,5,75005
1495,2,Rental,2,2,48.0,16,75016
1600,2,Rental,1,2,32.0,16,75016
3500,2,Rental,2,2,69.0,16,75016
3550,3,Rental,5,3,80.0,15,75015
5500,2,Rental,3,2,133.85,16,75016
3135,1,Rental,4,1,98.0,16,75016
1600,1,Rental,2,1,30.52,6,75006
3200,2,Rental,3,2,110.0,16,75016
3102,2,Rental,4,2,103.75,7,75007
