Address,Street,Price,Area,Floor,Guest,Bed,Bath,Link
"Ternes, Paris",Rue du Sergent Hoff,1840,37,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-292
"Bastille, Paris",Rue de la Roquette,2520,59,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-218
"Sentier - Montorgueil, Paris",Rue des Petits Carreaux,2210,36,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-273
"Le Marais - République, Paris",Boulevard Saint-Martin,2330,50,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-064
"Porte Dauphine, Paris",Rue de Saïgon,2440,55,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-658
"Quartier Latin, Paris",Rue de Poissy,4250,75,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-062
"Sentier - Montorgueil, Paris",Rue Poissonnière,4390,75,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-817
"Les Halles, Paris",Rue Hérold,2860,42,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-907
"Sentier - Montorgueil, Paris",Rue Tiquetonne,3080,38,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-458
"Notre-Dame-de-Lorette, Paris",Rue la Bruyère,1610,34,,1,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-notre-dame-de-lorette-441
"Louvre, Paris",Rue Bailleul,1950,35,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-174
"Grands Boulevards, Paris",Boulevard de Bonne Nouvelle,3320,100,2,4,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-grands-boulevards-354
"Saint-Germain-des-Prés, Paris",Rue de Beaune,2150,45,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-863
"Épinettes, Paris",Rue Lemercier,7740,58,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/pn/398212
"Auteuil, Paris",Boulevard Murat,2910,90,4,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-402
"Vaugirard, Paris",Rue Henri Bocquillon,3330,74,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-vaugirard-763
"Le Marais - République, Paris",Rue Réaumur,4880,84,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-725
"Le Marais - République, Paris",Rue de Picardie,11880,104,,,3 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/pn/1013411
"Invalides, Paris",Rue de Bourgogne,2030,47,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-034
"La Muette, Paris",Rue de Boulainvilliers,3360,80,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-la-muette-705
"Sentier - Montorgueil, Paris",Rue de Turbigo,1690,26,7,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-334
"Les Halles, Paris",Boulevard de Sébastopol,2050,56,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-618
"Le Marais - République, Paris",Rue du Pont aux Choux,2320,52,4,2,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-481
"Ternes, Paris",Avenue des Ternes,2450,62,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-147
"Ternes, Paris",Rue Laugier,2570,56,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-577
"Canal Saint-Martin, Paris",Rue Lucien Sampaix,1280,25,2,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-10th-canal-saint-martin-364
"Trocadéro, Paris",Rue Lauriston,2070,40,2,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-867
"Champ de Mars, Paris",Rue de l'Exposition,1950,32,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-462
"Porte Dauphine, Paris",Rue de la Pompe,2070,37,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-497
"Ternes, Paris",Avenue des Ternes,2350,45,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-810
"Louvre, Paris",Place du Marché Saint-Honoré,2430,34,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-305
"Champs-Élysées, Paris",Rue Robert Estienne,2710,55,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-183
"Auteuil, Paris",Rue Poussin,2720,84,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-424
"Le Marais - République, Paris",Rue Réaumur,3420,50,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-189
"Invalides, Paris",Rue las Cases,3380,38,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-361
"Jardin du Luxembourg, Paris",Rue de la Grande Chaumière,4600,74,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-jardin-du-luxembourg-582
"Invalides, Paris",Rue de l'Université,6120,150,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-252
"Champ de Mars, Paris",Rue Nocard,2730,50,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-327
"Louvre, Paris",Place du Marché Saint-Honoré,3790,57,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-445
"Louvre, Paris",Impasse Gomboust,3450,65,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-417
"Trocadéro, Paris",Avenue de New York,2330,55,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-177
"Miromesnil, Paris",Rue du Faubourg Saint-Honoré,2260,50,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-miromesnil-593
"Bastille, Paris",Boulevard Morland,2280,47,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-028
"Ternes, Paris",Rue Fourcroy,2480,55,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-630
"Miromesnil, Paris",Boulevard Haussmann,4560,95,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-miromesnil-386
"Invalides, Paris",Rue de Sèvres,2350,43,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-655
"Ternes, Paris",Avenue de Wagram,3170,55,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-502
"Invalides, Paris",Rue du Bac,2820,37,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-856
"Villiers, Paris",Boulevard Malesherbes,1890,56,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-608
"Bastille, Paris",Rue Saint-Antoine,2500,48,4,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-132
"Anatole-France, Paris",Rue Marius Aufan,2740,92,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-524
"Saint-Germain-des-Prés, Paris",Rue des Canettes,3090,50,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-405
"Saint-Germain-des-Prés, Paris",Rue Stanislas,2400,47,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-005
"Madeleine, Paris",Rue Tronchet,3330,71,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-138
"Champs-Élysées, Paris",Avenue George V,3570,78,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-466
"Jardin des Plantes, Paris",Boulevard Saint-Marcel,3130,82,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-jardin-des-plantes-420
"Pigalle, Paris",Rue Jean-Baptiste Pigalle,4860,100,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-215
"Trocadéro, Paris",Avenue Paul Doumer,1910,45,2,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-625
"Le Marais - République, Paris",Rue Jean-Pierre Timbaud,2310,55,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-020
"Ternes, Paris",Rue de l'Étoile,1880,30,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-074
"Le Marais - République, Paris",Rue Charlot,1910,31,3,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-006
"Sentier - Montorgueil, Paris",Rue Étienne Marcel,2920,54,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-349
"Champs-Élysées, Paris",Avenue de Friedland,2840,48,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-056
"Europe, Paris",Rue de Constantinople,2870,59,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-351
"Le Marais - République, Paris",Rue de Turenne,4290,82,4,4,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-854
"Saint-Germain-des-Prés, Paris",Rue de Grenelle,2150,36,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-255
"Jardin des Plantes, Paris",Rue du Cardinal Lemoine,1970,50,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-jardin-des-plantes-861
"Quartier Latin, Paris",Rue des Carmes,2120,36,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-117
"Odéon, Paris",Rue Dauphine,2320,40,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-odeon-175
"Invalides, Paris",Avenue Duquesne,2550,31,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-740
"Quartier Latin, Paris",Rue du Petit Pont,2510,40,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-026
"Pereire, Paris",Boulevard Pereire,2530,60,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-623
"Notre Dame des Champs, Paris",Rue de Chevreuse,2740,42,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-notre-dame-des-champs-922
"Pereire, Paris",Boulevard Pereire,2850,77,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-580
"Notre Dame des Champs, Paris",Boulevard Raspail,3370,58,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-notre-dame-des-champs-889
"Trocadéro, Paris",Rue Lauriston,5430,112,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-148
"Saint-Germain-des-Prés, Paris",Rue Visconti,1850,32,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-673
"Haussman - Saint Lazare, Paris",Rue de la Chaussée d'Antin,2390,68,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-haussman-saint-lazare-163
"Le Marais - République, Paris",Rue du Temple,2600,55,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-191
"Les Halles, Paris",Rue Saint-Martin,3280,63,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-720
"Opéra, Paris",Rue de Provence,4320,79,2,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-opera-857
"Madeleine, Paris",Rue Tronchet,6260,123,2,,4 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-021
"Jardin des Plantes, Paris",Rue Linné,3120,37,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-jardin-des-plantes-832
"Invalides, Paris",Rue Fabert,3260,60,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-238
"Invalides, Paris",Rue Vaneau,3610,65,2,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-606
"Saint-Germain-des-Prés, Paris",Rue du Dragon,2430,41,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-694
"Invalides, Paris",Rue Saint-Dominique,2560,50,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-095
"Le Marais - République, Paris",Rue du Vertbois,2570,50,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-078
"Monceau, Paris",Avenue Beaucour,3500,57,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-563
"Le Marais - Saint-Paul, Paris",Rue Saint-Martin,3860,65,4,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-048
"Ternes, Paris",Avenue des Ternes,1740,32,5,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-251
"Passy, Paris",Rue Jean Bologne,4390,60,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-247
"Europe, Paris",Rue de Berne,1840,34,6,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-551
"Champs-Élysées, Paris",Rue Lord Byron,3760,54,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-315
"Trocadéro, Paris",Rue Boissière,3430,100,6,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-231
"Batignolles, Paris",Rue des Dames,3050,55,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-853
"Notre-Dame-de-Lorette, Paris",Rue de la Victoire,3680,92,4,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-notre-dame-de-lorette-200
"Ternes, Paris",Boulevard Malesherbes,5040,107,5,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-422
"Anatole-France, Paris",Rue Aristide Briand,1890,43,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-564
"Vaugirard, Paris",Rue Ferdinand Fabre,2350,48,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-vaugirard-660
"Invalides, Paris",Rue de Bourgogne,2430,41,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-119
"Le Marais - Saint-Paul, Paris",Rue des Haudriettes,2430,52,2,2,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-296
"Denfert-Rochereau, Paris",Rue Poirier de Narçay,2470,51,1,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-14th-denfert-rochereau-732
"Trocadéro, Paris",Rue Desbordes-Valmore,2550,38,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-012
"Pigalle, Paris",Place d'Anvers,2600,47,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-674
"Porte Dauphine, Paris",Rue Marbeau,2750,40,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-879
"Trocadéro, Paris",Avenue Raymond Poincaré,2840,50,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-598
"Batignolles, Paris",Rue Nollet,3040,75,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-526
"Pont de Neuilly, Paris",Avenue Achille Peretti,3270,56,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-691
"Porte Dauphine, Paris",Rue Pergolèse,3360,80,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-878
"Europe, Paris",Rue de Madrid,3710,65,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-235
"Le Marais - République, Paris",Rue de Turenne,3800,50,4,4,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-855
"Champs-Élysées, Paris",Rue Lamennais,3980,105,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-212
"Trocadéro, Paris",Rue de la Pompe,3940,60,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-395
"Courcelles, Paris",Rue Théodore de Banville,4600,107,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-courcelles-464
"Trocadéro, Paris",Avenue de Lamballe,4150,81,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-125
"Le Marais - République, Paris",Rue Dupetit-Thouars,2230,30,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-116
"Invalides, Paris",Rue Surcouf,2740,45,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-100
"Commerce, Paris",Avenue Emile Zola,3510,54,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-commerce-754
"Villiers, Paris",Rue des Dames,4160,71,4,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-339
"Pereire, Paris",Avenue Gourgaud,2380,45,9,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-537
"Notre-Dame-de-Lorette, Paris",Rue Choron,2630,57,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-notre-dame-de-lorette-248
"Les Halles, Paris",Rue Quincampoix,1920,25,2,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-620
"Bastille, Paris",Rue de la Cerisaie,3380,60,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-022
"Le Marais - Saint-Paul, Paris",Rue Saint-Martin,4090,60,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-801
"Saint-Georges, Paris",Rue Blanche,2850,44,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-saint-georges-157
"Le Marais - République, Paris",Rue Beaubourg,4890,89,4,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-848
"Saint-Germain-des-Prés, Paris",Rue Jacob,3390,47,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-678
"Denfert-Rochereau, Paris",Avenue Jean Moulin,3440,98,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-14th-denfert-rochereau-432
"Auteuil, Paris",Rue de Civry,2510,64,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-355
"Bastille, Paris",Rue Basfroi,2750,55,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-514
"Anatole-France, Paris",Rue Rivay,2860,71,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-616
"Champs-Élysées, Paris",Rue Robert Estienne,3110,50,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-036
"Porte Dauphine, Paris",Boulevard Lannes,4450,127,3,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-367
"Saint-Germain-des-Prés, Paris",Rue du Cherche-Midi,2530,38,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-129
"Europe, Paris",Rue de Bucarest,2970,58,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-310
"Pont de Neuilly, Paris",Avenue Sainte-Foy,3290,86,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-245
"Invalides, Paris",Rue de Bourgogne,4520,100,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-122
"Trocadéro, Paris",Rue Lalo,2100,44,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-082
"Saint-Georges, Paris",Rue Ballu,4440,94,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-saint-georges-257
"Quartier Latin, Paris",Boulevard Saint-Germain,3910,77,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-049
"Opéra, Paris",Rue Saint-Augustin,2280,70,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-opera-210
"Le Marais - Saint-Paul, Paris",Rue des Archives,3340,39,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-846
"Porte Dauphine, Paris",Avenue Victor Hugo,2710,41,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-665
"Abbesses - Montmartre, Paris",Rue de Clignancourt,2390,51,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-18th-abbesses-montmartre-414
"La Motte-Picquet Grenelle, Paris",Rue Barthélémy,3300,58,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-la-motte-picquet-grenelle-472
"Monceau, Paris",Boulevard Malesherbes,2070,40,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-monceau-090
"Ternes, Paris",Avenue Beaucour,3220,44,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-527
"Quartier Latin, Paris",Rue Monge,2610,58,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-070
"Trocadéro, Paris",Avenue d'Iéna,3280,77,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-207
"Le Marais - Saint-Paul, Paris",Rue Saint-Antoine,2150,30,4,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-635
"Saint-Georges, Paris",Impasse Louise-Émilie de la Tour d´Auvergne,3610,65,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-saint-georges-837
"Batignolles, Paris",Rue de Saussure,2100,42,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-454
"Notre-Dame-de-Lorette, Paris",Rue de Châteaudun,3440,63,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-notre-dame-de-lorette-234
"Pigalle, Paris",Rue du Delta,1620,29,5,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-199
"École Militaire, Paris",Avenue de la Motte-Picquet,1870,39,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-493
"Republique, Paris",Quai de Valmy,2610,43,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-11th-republique-237
"Quartier Latin, Paris",Rue Poliveau,2650,57,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-670
"Republique, Paris",Rue Saint-Maur,2780,55,1,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-11th-republique-097
"Cadet, Paris",Rue Pierre Semard,2980,61,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-cadet-279
"Odéon, Paris",Boulevard Saint-Germain,3090,58,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-odeon-225
"Haussman - Saint Lazare, Paris",Rue de l'Isly,3030,93,1,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-haussman-saint-lazare-373
"Anatole-France, Paris",Rue Louis Rouquier,3080,64,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-803
"Batignolles, Paris",Rue des Dames,3470,85,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-437
"Champ de Mars, Paris",Rue du Laos,3560,66,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-578
"Europe, Paris",Rue de Bucarest,3680,77,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-409
